8,167,167,61,61,65,69,74,74,66,2323,2260,2260,2260,2240,2240,2268,2244,2244,2244,2244,2244,2220,2260,2264,2281,2264,2264,2256,2256,2252,2260,2244,2264,2212,2212,2232,2244,2244,2244,2201,2201,2240,2240,2232,2232,2232,2224,2236,2224,2224,2240,2240,2252,2252,2220,2220,2232,2220,2220,2236,2236,2212,2197,2197,2216,2216,2216,2201,2228,2252,2252,2204,2204,2204,2248,2248,2248,2212,2240,2166,2216,2216,2232,2232,2236,2228,2212,2193,2216,2185,2185,2232,2216,2201,2201,2248,2248,2240,2228,2228,63,63,65,66,66,66,66,29,29,29,28,28,26,26,24,24,24,25,25,25,7,7,8,8,9,9,9,66,66,66,75,75,88,74,2240,2240,2240,2240,2216,2216,2216,2216,2216,2260,2260,2256,2256,2256,2244,2244,2204,2204,19,19,19,30,28,28,24,24,25,25,25,25,25,13,8,8,8,8,63,63,74,74,74,78,2248,2248,2281,2281,2236,2236,2256,2281,2281,2264,2264,2260,2260,2260,2260,2260,2236,2236,2224,2220,2220,2208,2216,2216,2240,2240,2240,2240,2197,2240,2232,2232,2216,2220,2220,2256,2248,2302,2268,2264,2264,2302,2289,2293,2256,2256,2264,2264,2264,2293,2285,2285,2298,2285,2306,2268,2285,2306,2264,2281,2248,2248,2248,2248,2302,2285,2293,2293,2310,2310,2264,2285,2319,2319,2319,2319,2319,2319,2285,2285,2336,2336,2302,2302,2281,2281,2281,2252,2252,2252,2319,2319,2319,2319,2302,2289,2302,2277,2277,2277,2302,2302,2298,2298,2272,2272,64,47,32,32,31,2,27,27,27,27,27,28,27,27,69,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,161,182,174,174,174,198,198,198,192,192,221,221,211,197,197,204,204,204,281,303,307,307,346,346,371,366,359,359,491,491,440,438,462,462,462,549,549,584,522,522,533,28,28,27,27,27,1,1,1,1,1,1,1,1,1,1,1,1,5,5,10,10,10,10,10,95,95,17,17,162,162,8,8,8,2385,2385,2216,2264,2264,2332,2332,2323,2441,2441,2376,2376,2376,2372,2372,2349,2349,2201,2201,2381,2372,2385,2376,2376,2323,2385,2181,2181,2181,2310,2310,2281,2277,2277,2228,2228,2204,2381,2204,2403,2403,2403,2372,2431,2450,2450,2394,2394,2189,2390,2372,2372,2372,2372,24,174,174,174,174,173,166,166,149,149,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,361,361,369,360,360,335,332,332,391,391,462,462,421,421,421,508,547,547,510,510,495,498,28,28,28,28,28,28,1,1,1,1,1,1,1,1,1,1,32,10,4,4,4,82,82,82,109,102,141,141,10,10,2193,2298,2264,2264,2289,2289,2256,2204,2272,2272,2323,2323,2323,2256,2256,2281,2281,2441,2260,2260,2336,2336,2336,2155,2281,2155,2155,2285,2285,2315,2293,2306,2306,2112,2112,2281,2166,2285,2285,2285,2151,2289,2151,2133,2133,2285,2285,2240,2285,2285,2268,2268,2268,2174,95,95,148,148,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,177,177,69,69,73,73,73,75,75,67,2358,2358,2358,2358,2302,2302,2302,2293,2293,2293,2323,2332,2332,2327,2327,2336,2332,2310,2310,2293,2293,2319,2315,2289,2289,2315,2315,2327,2327,2327,2310,2310,2298,2315,2315,2302,2302,2302,2285,2345,2340,2340,2310,2310,2327,2272,2285,2285,2289,2289,2315,2306,2289,2289,2289,2289,2310,2285,2285,2298,2298,2298,2281,2281,2323,2323,2323,2315,2277,2293,2293,2285,2285,2260,2289,2281,2281,2293,2216,2268,2268,2281,2281,2277,2302,2281,2281,2306,2289,2272,2289,2289,2302,2302,69,69,69,69,68,68,68,68,68,68,30,176,166,166,26,26,26,25,25,25,27,27,14,9,9,9,9,9,9,90,73,73,79,79,75,75,75,2293,2293,2293,2285,2285,2268,2268,2302,2302,2256,2289,2289,2289,2285,2264,2306,2306,31,31,17,19,19,31,26,26,20,9,9,9,9,66,67,70,70,2298,2298,2264,2319,2264,2264,2264,2310,2310,2268,2272,2272,2264,2264,2256,2293,2293,2224,2224,2268,2268,2236,2236,2228,2228,2232,2228,2228,2228,2244,2244,2260,2248,2281,2281,2281,2260,2260,2244,2268,2268,2244,2244,2256,2256,2256,2264,2264,2264,2248,2264,2260,2260,2285,2285,2302,2302,2285,2285,2306,2306,2289,2260,2232,2232,2232,2228,2228,2240,2264,2264,2281,2281,2264,2289,2264,2236,2236,2236,2264,2256,2240,2240,2232,2232,2232,2232,2281,2281,2248,2248,2281,2244,2277,2277,2277,2240,2240,2268,2268,2268,2268,2268,2232,2208,2208,2232,2232,2232,2256,2220,2244,2244,73,73,63,31,1,1,31,26,26,26,26,26,26,26,26,66,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,1,1,1,1,1,1,1,1,1,1,24,24,24,8,8,8,8,174,174,64,64,70,70,70,74,67,2302,2302,2302,2302,2252,2281,2285,2285,2268,2268,2281,2289,2285,2285,2285,2256,2256,2256,2236,2236,2240,2240,2244,2244,2244,2281,2281,2281,2285,2285,2285,2285,2240,2240,2268,2268,2285,2285,2252,2252,2268,2240,2272,2244,2244,2248,2248,2272,2268,2268,2244,2244,2277,2289,2277,2244,2244,2244,2252,2248,2272,2272,2236,2236,2281,2281,2236,2236,2272,2272,2236,2244,2289,2289,2289,2252,2252,2256,2248,2248,2232,2232,2232,2248,2248,2268,2268,2268,2281,2244,2260,2272,2256,2256,2277,2268,2232,2232,2268,2268,2248,67,67,67,67,68,68,67,68,68,175,175,78,30,30,30,30,30,25,25,25,1,1,1,9,9,9,9,63,67,67,67,67,73,73,2066,2252,2252,2252,2228,2240,2220,2240,2240,2240,2256,2228,2228,2236,2236,2240,2220,2220,2220,30,4,30,1,25,25,25,25,25,25,25,25,8,8,8,8,169,65,68,72,2319,2319,2319,2319,2319,2236,2236,2236,2232,2272,2220,2220,2260,2260,2268,2240,2240,2240,2236,2236,2264,2264,2208,2208,2208,2236,2236,2252,2212,2212,2208,2208,2248,2248,2236,2220,2220,2220,2244,2244,2220,2232,2232,2248,2236,2236,2248,2228,2228,2208,2208,2216,2216,2216,2252,2252,2224,2224,2224,2252,2252,2232,2208,2208,2201,2201,2201,2201,2232,2204,2204,2224,2224,2212,2256,2240,2240,2236,2236,2220,2216,2232,2232,2232,2216,2216,2220,2232,2232,2208,2208,2193,2216,2216,2208,2208,2208,2248,2236,2248,2248,2212,2212,2197,2228,2189,2189,2201,2201,2201,2228,2189,2189,2189,65,65,65,19,19,30,30,25,26,25,26,26,26,25,26,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,72,72,73,66,66,2248,2248,2248,2228,2228,2244,2244,2244,2244,2244,2244,2244,2220,2220,2224,2252,2248,2212,2212,2264,2264,2228,2248,2248,2212,2212,2244,2244,2244,2252,2252,2252,2224,2224,2232,2232,2201,2201,2201,2224,2212,2212,2204,2204,2244,2244,2181,2244,2244,2204,2204,2244,2208,2216,2212,2212,2185,2185,2185,2204,2224,2224,2240,2224,2212,2212,2244,2193,2232,2212,2212,2201,2201,2220,2216,2208,2208,2208,2201,2201,2189,2216,2216,2204,2204,2204,2204,2204,2224,2224,2224,2224,2228,2208,2208,2212,2212,2212,2212,2228,2228,2174,2174,2185,2189,2201,2201,2201,76,76,76,66,66,66,66,66,66,169,29,63,63,63,63,24,24,24,24,24,23,23,1,13,13,8,8,178,70,70,71,71,76,77,77,2216,2216,2178,2178,2178,2208,2208,2208,2228,2228,2181,2181,2193,2193,2193,2181,2181,2181,2212,2212,16,16,29,29,29,26,26,24,24,24,24,24,13,13,13,8,8,8,8,8,64,66,76,76,76,2193,2193,2193,2193,2193,2193,2193,2212,2212,2212,2197,2197,2216,2232,2232,2189,2189,2185,2181,2181,2166,2166,2166,2193,2166,2189,2189,2201,2201,2212,2212,2220,2220,2220,2220,2193,2178,2185,2185,2185,2178,2178,2163,2189,2189,2197,2197,2166,2201,2166,2216,2216,2216,2197,2178,2204,2204,2212,2212,2197,2170,2189,2189,2112,2112,2201,2193,2181,2181,2181,2178,2178,2189,2189,2189,2189,2189,2189,2166,2166,2201,2201,2201,2159,2159,2159,2159,2166,2166,2166,2144,2148,2148,2178,2178,2189,2174,2193,2193,2193,2155,2155,2151,2174,2174,2137,2137,2144,2148,2148,2163,2163,2166,2166,2178,2181,2181,2140,2174,2166,75,75,16,16,1,1,30,24,24,24,24,24,24,24,24,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,189,202,209,209,209,209,209,208,208,208,283,283,284,312,315,315,315,315,340,344,344,344,451,451,452,487,454,454,457,457,550,535,535,499,29,29,29,1,1,1,1,1,1,1,1,25,25,24,8,8,8,38,38,62,66,66,66,74,74,72,72,70,71,71,71,70,80,67,66,66,66,86,86,71,71,71,70,72,72,72,66,66,66,67,67,84,84,84,70,70,71,71,71,70,70,66,67,67,66,66,66,66,66,72,71,71,70,70,71,82,66,67,67,67,65,70,70,70,70,70,71,71,72,66,66,67,66,66,86,86,71,71,73,73,73,73,73,73,71,71,67,67,67,67,87,71,71,70,70,71,71,83,67,67,67,66,66,66,67,67,67,67,67,67,67,67,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,158,165,188,188,208,213,213,227,235,235,233,233,227,229,299,303,324,324,324,423,461,365,385,385,490,490,495,529,472,520,494,494,586,588,588,570,570,580,571,571,28,28,29,14,1,1,1,1,1,1,1,1,1,1,1,1,1,24,24,8,8,8,9,8,8,67,67,61,63,69,69,74,74,73,74,73,72,71,70,71,71,71,71,71,71,71,82,66,66,67,66,66,66,66,66,66,80,72,72,71,71,71,71,71,71,71,71,82,66,66,67,67,67,67,66,66,86,71,71,71,71,69,71,71,71,70,71,79,79,67,66,66,66,67,67,66,66,85,72,70,70,70,70,71,71,70,70,70,82,82,66,67,67,66,66,67,67,85,85,72,71,70,70,70,70,70,71,71,71,79,66,66,66,66,67,66,66,66,66,70,71,70,72,71,71,70,71,71,72,73,79,66,66,66,66,66,66,66,66,66,71,70,70,70,71,70,71,71,71,71,76,75,67,66,66,66,66,66,66,66,66,66,66,66,66,38,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,64,64,64,73,73,65,65,2232,2277,2277,2236,2228,2228,2224,2264,2264,2220,2240,2248,2248,2240,2240,2220,2220,2216,2248,2240,2240,2216,2248,2244,2244,2260,2260,2216,2216,2208,2216,2236,2244,2224,2224,2193,2197,2204,2232,2189,2208,2236,2204,2204,2244,2244,2204,2204,2228,2228,2189,2189,2216,2216,2240,2244,2236,2236,2224,2212,2212,2193,2212,2193,2193,2193,2236,2201,84,66,66,66,170,40,24,24,24,8,8,64,71,77,2204,2181,2193,2228,2228,2228,2197,2201,2201,2220,2220,29,29,1,1,29,24,25,13,24,8,8,8,8,8,8,2204,2204,2248,2208,2216,2208,2220,2216,2240,2224,2224,2197,2197,2240,2232,2232,2197,2197,2216,2216,2244,2244,2240,2236,2236,2212,2212,2212,2220,2220,2201,2201,2220,2220,2201,2201,2216,2216,2201,2201,2220,2220,2216,2193,2197,2197,2193,2232,2224,2185,2185,2212,2212,2170,2170,2170,2170,2193,2193,2170,2178,2185,2204,2201,2193,2193,2185,2185,2232,2232,2232,2232,2236,2236,2224,2224,63,8,22,25,26,26,26,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,70,75,75,68,2298,2298,2323,2319,2293,2306,2306,2277,2277,2268,2268,2268,2298,2268,2268,2268,2268,2310,2277,2277,2289,2260,2260,2264,2264,2244,2244,2248,2248,2289,2248,2277,2277,2248,2248,2289,2272,2272,2272,2268,2248,2248,2268,2268,2240,2264,2268,2268,2204,2204,2298,2298,2289,2260,2268,2277,2272,2289,2289,2252,2289,2289,2268,2285,2268,2268,2268,2277,2277,2277,2277,2289,2289,2244,2240,2277,2277,79,67,67,67,67,30,152,30,26,25,25,25,25,23,9,9,8,62,62,72,83,2298,2298,2248,2264,2260,2260,2298,2298,2298,2252,2252,2293,2260,2260,33,24,33,1,1,30,25,25,25,20,13,8,8,67,67,77,77,2285,2260,2252,2252,2248,2248,2248,2248,2289,2264,2248,2293,2272,2248,2289,2268,2289,2289,2264,2264,2268,2268,2306,2268,2268,2272,2289,2268,2268,2264,2272,2256,2252,2252,2252,2264,2293,2293,2248,2272,2260,2256,2256,2260,2260,2281,2298,2281,2285,2285,2244,2289,2260,2260,2256,2252,2268,2256,2289,2252,2256,2260,2277,2277,2256,2256,2256,2277,2277,2268,2264,2285,80,80,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
